period,respondent,respondent-name,fueltype,type-name,value,value-units,total
2021-12-23T23,CAL,California,WND,Wind,2330,megawatthours,19992
2021-12-23T22,CAL,California,SUN,Solar,2088,megawatthours,20549
2021-12-23T22,CAL,California,WND,Wind,2649,megawatthours,20549
2021-12-23T21,CAL,California,SUN,Solar,3380,megawatthours,21036
2021-12-23T21,CAL,California,WND,Wind,2608,megawatthours,21036
2021-12-23T20,CAL,California,SUN,Solar,2985,megawatthours,20665
2021-12-23T20,CAL,California,WND,Wind,2197,megawatthours,20665
2021-12-23T19,CAL,California,SUN,Solar,4058,megawatthours,21408
2021-12-23T19,CAL,California,WND,Wind,2014,megawatthours,21408
2021-12-23T18,CAL,California,SUN,Solar,3615,megawatthours,21022
2021-12-23T18,CAL,California,WND,Wind,1544,megawatthours,21022
2021-12-23T17,CAL,California,SUN,Solar,3297,megawatthours,20441
2021-12-23T17,CAL,California,WND,Wind,1522,megawatthours,20441
2021-12-23T16,CAL,California,SUN,Solar,1715,megawatthours,19015
2021-12-23T16,CAL,California,WND,Wind,1367,megawatthours,19015
2021-12-23T15,CAL,California,SUN,Solar,105,megawatthours,17262
2021-12-23T15,CAL,California,WND,Wind,1566,megawatthours,17262
2021-12-23T14,CAL,California,SUN,Solar,-43,megawatthours,15310
2021-12-23T14,CAL,California,WND,Wind,1459,megawatthours,15310
2021-12-23T13,CAL,California,SUN,Solar,-42,megawatthours,14302
2021-12-23T13,CAL,California,WND,Wind,1433,megawatthours,14302
2021-12-23T12,CAL,California,SUN,Solar,-42,megawatthours,13842
2021-12-23T12,CAL,California,WND,Wind,1299,megawatthours,13842
2021-12-23T11,CAL,California,SUN,Solar,-42,megawatthours,13776
2021-12-23T11,CAL,California,WND,Wind,1134,megawatthours,13776
2021-12-23T10,CAL,California,SUN,Solar,-41,megawatthours,13941
2021-12-23T10,CAL,California,WND,Wind,1048,megawatthours,13941
2021-12-23T09,CAL,California,SUN,Solar,-40,megawatthours,15200
2021-12-23T09,CAL,California,WND,Wind,997,megawatthours,15200
2021-12-23T08,CAL,California,SUN,Solar,-40,megawatthours,15909
2021-12-23T08,CAL,California,WND,Wind,934,megawatthours,15909
2021-12-23T07,CAL,California,SUN,Solar,-40,megawatthours,17407
2021-12-23T07,CAL,California,WND,Wind,1074,megawatthours,17407
2021-12-23T06,CAL,California,SUN,Solar,-40,megawatthours,19600
2021-12-23T06,CAL,California,WND,Wind,1167,megawatthours,19600
2021-12-23T05,CAL,California,SUN,Solar,-22,megawatthours,21310
2021-12-23T05,CAL,California,WND,Wind,1160,megawatthours,21310
2021-12-23T04,CAL,California,SUN,Solar,-17,megawatthours,22016
2021-12-23T04,CAL,California,WND,Wind,1134,megawatthours,22016
2021-12-23T03,CAL,California,SUN,Solar,-19,megawatthours,22013
2021-12-23T03,CAL,California,WND,Wind,910,megawatthours,22013
2021-12-23T02,CAL,California,SUN,Solar,-21,megawatthours,22847
2021-12-23T02,CAL,California,WND,Wind,758,megawatthours,22847
2021-12-23T01,CAL,California,SUN,Solar,23,megawatthours,22718
2021-12-23T01,CAL,California,WND,Wind,732,megawatthours,22718
2021-12-23T00,CAL,California,SUN,Solar,502,megawatthours,21413
2021-12-23T00,CAL,California,WND,Wind,845,megawatthours,21413
2021-12-22T23,CAL,California,SUN,Solar,2847,megawatthours,22335
2021-12-22T23,CAL,California,WND,Wind,753,megawatthours,22335
2021-12-22T22,CAL,California,SUN,Solar,4810,megawatthours,22865
2021-12-22T22,CAL,California,WND,Wind,594,megawatthours,22865
2021-12-22T21,CAL,California,SUN,Solar,5715,megawatthours,22208
2021-12-22T21,CAL,California,WND,Wind,643,megawatthours,22208
2021-12-22T20,CAL,California,SUN,Solar,6870,megawatthours,22564
2021-12-22T20,CAL,California,WND,Wind,647,megawatthours,22564
2021-12-22T19,CAL,California,SUN,Solar,6431,megawatthours,22133
2021-12-22T19,CAL,California,WND,Wind,506,megawatthours,22133
2021-12-22T18,CAL,California,SUN,Solar,6305,megawatthours,22536
2021-12-22T18,CAL,California,WND,Wind,538,megawatthours,22536
2021-12-22T17,CAL,California,SUN,Solar,5024,megawatthours,22151
2021-12-22T17,CAL,California,WND,Wind,583,megawatthours,22151
2021-12-22T16,CAL,California,SUN,Solar,2498,megawatthours,21349
2021-12-22T16,CAL,California,WND,Wind,750,megawatthours,21349
2021-12-22T15,CAL,California,SUN,Solar,169,megawatthours,20061
2021-12-22T15,CAL,California,WND,Wind,1019,megawatthours,20061
2021-12-22T14,CAL,California,SUN,Solar,-44,megawatthours,18181
2021-12-22T14,CAL,California,WND,Wind,961,megawatthours,18181
2021-12-22T13,CAL,California,SUN,Solar,-44,megawatthours,16276
2021-12-22T13,CAL,California,WND,Wind,993,megawatthours,16276
2021-12-22T12,CAL,California,SUN,Solar,-44,megawatthours,15552
2021-12-22T12,CAL,California,WND,Wind,775,megawatthours,15552
2021-12-22T11,CAL,California,SUN,Solar,-41,megawatthours,15489
2021-12-22T11,CAL,California,WND,Wind,537,megawatthours,15489
2021-12-22T10,CAL,California,SUN,Solar,-41,megawatthours,15934
2021-12-22T10,CAL,California,WND,Wind,397,megawatthours,15934
2021-12-22T09,CAL,California,SUN,Solar,-41,megawatthours,16618
2021-12-22T09,CAL,California,WND,Wind,345,megawatthours,16618
2021-12-22T08,CAL,California,SUN,Solar,-40,megawatthours,18015
2021-12-22T08,CAL,California,WND,Wind,326,megawatthours,18015
2021-12-22T07,CAL,California,SUN,Solar,-40,megawatthours,19535
2021-12-22T07,CAL,California,WND,Wind,425,megawatthours,19535
2021-12-22T06,CAL,California,SUN,Solar,-41,megawatthours,21008
2021-12-22T06,CAL,California,WND,Wind,316,megawatthours,21008
2021-12-22T05,CAL,California,SUN,Solar,-40,megawatthours,22264
2021-12-22T05,CAL,California,WND,Wind,301,megawatthours,22264
2021-12-22T04,CAL,California,SUN,Solar,-40,megawatthours,23027
2021-12-22T04,CAL,California,WND,Wind,258,megawatthours,23027
2021-12-22T03,CAL,California,SUN,Solar,6,megawatthours,23373
2021-12-22T03,CAL,California,WND,Wind,408,megawatthours,23373
2021-12-22T02,CAL,California,SUN,Solar,-3,megawatthours,24151
2021-12-22T02,CAL,California,WND,Wind,303,megawatthours,24151
2021-12-22T01,CAL,California,SUN,Solar,-20,megawatthours,24575
2021-12-22T01,CAL,California,WND,Wind,347,megawatthours,24575
2021-12-22T00,CAL,California,SUN,Solar,673,megawatthours,21778
2021-12-22T00,CAL,California,WND,Wind,301,megawatthours,21778
2021-12-21T23,CAL,California,SUN,Solar,2640,megawatthours,21390
2021-12-21T23,CAL,California,WND,Wind,393,megawatthours,21390
2021-12-21T22,CAL,California,SUN,Solar,3902,megawatthours,21316
2021-12-21T22,CAL,California,WND,Wind,421,megawatthours,21316
2021-12-21T21,CAL,California,SUN,Solar,5196,megawatthours,21654
2021-12-21T21,CAL,California,WND,Wind,233,megawatthours,21654
2021-12-21T20,CAL,California,SUN,Solar,6400,megawatthours,22464
2021-12-21T20,CAL,California,WND,Wind,311,megawatthours,22464
2021-12-21T19,CAL,California,SUN,Solar,4536,megawatthours,22151
2021-12-21T19,CAL,California,WND,Wind,248,megawatthours,22151
2021-12-21T18,CAL,California,SUN,Solar,4090,megawatthours,22968
2021-12-21T18,CAL,California,WND,Wind,242,megawatthours,22968
2021-12-21T17,CAL,California,SUN,Solar,1738,megawatthours,22500
2021-12-21T17,CAL,California,WND,Wind,270,megawatthours,22500
2021-12-21T16,CAL,California,SUN,Solar,702,megawatthours,21626
2021-12-21T16,CAL,California,WND,Wind,400,megawatthours,21626
2021-12-21T15,CAL,California,SUN,Solar,-13,megawatthours,19965
2021-12-21T15,CAL,California,WND,Wind,612,megawatthours,19965
2021-12-21T14,CAL,California,SUN,Solar,-85,megawatthours,18532
2021-12-21T14,CAL,California,WND,Wind,808,megawatthours,18532
2021-12-21T13,CAL,California,SUN,Solar,-85,megawatthours,17298
2021-12-21T13,CAL,California,WND,Wind,738,megawatthours,17298
2021-12-21T12,CAL,California,SUN,Solar,-84,megawatthours,16638
2021-12-21T12,CAL,California,WND,Wind,602,megawatthours,16638
2021-12-21T11,CAL,California,SUN,Solar,-83,megawatthours,16363
2021-12-21T11,CAL,California,WND,Wind,642,megawatthours,16363
2021-12-21T10,CAL,California,SUN,Solar,-82,megawatthours,16454
2021-12-21T10,CAL,California,WND,Wind,542,megawatthours,16454
2021-12-21T09,CAL,California,SUN,Solar,-82,megawatthours,16928
2021-12-21T09,CAL,California,WND,Wind,566,megawatthours,16928
2021-12-21T08,CAL,California,SUN,Solar,-82,megawatthours,17556
2021-12-21T08,CAL,California,WND,Wind,526,megawatthours,17556
2021-12-21T07,CAL,California,SUN,Solar,-82,megawatthours,19746
2021-12-21T07,CAL,California,WND,Wind,476,megawatthours,19746
2021-12-21T06,CAL,California,SUN,Solar,-82,megawatthours,21171
2021-12-21T06,CAL,California,WND,Wind,396,megawatthours,21171
2021-12-21T05,CAL,California,SUN,Solar,-69,megawatthours,22372
2021-12-21T05,CAL,California,WND,Wind,522,megawatthours,22372
2021-12-21T04,CAL,California,SUN,Solar,-69,megawatthours,23422
2021-12-21T04,CAL,California,WND,Wind,600,megawatthours,23422
2021-12-21T03,CAL,California,SUN,Solar,-70,megawatthours,24054
2021-12-21T03,CAL,California,WND,Wind,582,megawatthours,24054
2021-12-21T02,CAL,California,SUN,Solar,-71,megawatthours,25148
2021-12-21T02,CAL,California,WND,Wind,576,megawatthours,25148
2021-12-21T01,CAL,California,SUN,Solar,-61,megawatthours,25357
2021-12-21T01,CAL,California,WND,Wind,586,megawatthours,25357
2021-12-21T00,CAL,California,SUN,Solar,642,megawatthours,22741
2021-12-21T00,CAL,California,WND,Wind,550,megawatthours,22741
2021-12-20T23,CAL,California,SUN,Solar,2594,megawatthours,21639
2021-12-20T23,CAL,California,WND,Wind,486,megawatthours,21639
2021-12-20T22,CAL,California,SUN,Solar,4389,megawatthours,21474
2021-12-20T22,CAL,California,WND,Wind,381,megawatthours,21474
2021-12-20T21,CAL,California,SUN,Solar,7013,megawatthours,22523
2021-12-20T21,CAL,California,WND,Wind,451,megawatthours,22523
2021-12-20T20,CAL,California,SUN,Solar,6833,megawatthours,21834
2021-12-20T20,CAL,California,WND,Wind,386,megawatthours,21834
2021-12-20T19,CAL,California,SUN,Solar,7082,megawatthours,21750
2021-12-20T19,CAL,California,WND,Wind,398,megawatthours,21750
2021-12-20T18,CAL,California,SUN,Solar,7655,megawatthours,22799
2021-12-20T18,CAL,California,WND,Wind,412,megawatthours,22799
2021-12-20T17,CAL,California,SUN,Solar,6986,megawatthours,23643
2021-12-20T17,CAL,California,WND,Wind,444,megawatthours,23643
2021-12-20T16,CAL,California,SUN,Solar,3907,megawatthours,22786
2021-12-20T16,CAL,California,WND,Wind,459,megawatthours,22786
2021-12-20T15,CAL,California,SUN,Solar,325,megawatthours,21119
2021-12-20T15,CAL,California,WND,Wind,635,megawatthours,21119
2021-12-20T14,CAL,California,SUN,Solar,-40,megawatthours,18920
2021-12-20T14,CAL,California,WND,Wind,639,megawatthours,18920
2021-12-20T13,CAL,California,SUN,Solar,-39,megawatthours,17345
2021-12-20T13,CAL,California,WND,Wind,549,megawatthours,17345
2021-12-20T12,CAL,California,SUN,Solar,-39,megawatthours,16147
2021-12-20T12,CAL,California,WND,Wind,475,megawatthours,16147
2021-12-20T11,CAL,California,SUN,Solar,-38,megawatthours,15838
2021-12-20T11,CAL,California,WND,Wind,469,megawatthours,15838
2021-12-20T10,CAL,California,SUN,Solar,-37,megawatthours,15679
2021-12-20T10,CAL,California,WND,Wind,569,megawatthours,15679
2021-12-20T09,CAL,California,SUN,Solar,-37,megawatthours,16076
2021-12-20T09,CAL,California,WND,Wind,615,megawatthours,16076
2021-12-20T08,CAL,California,SUN,Solar,-37,megawatthours,17059
2021-12-20T08,CAL,California,WND,Wind,638,megawatthours,17059
2021-12-20T07,CAL,California,SUN,Solar,-36,megawatthours,18482
2021-12-20T07,CAL,California,WND,Wind,670,megawatthours,18482
2021-12-20T06,CAL,California,SUN,Solar,-37,megawatthours,19825
2021-12-20T06,CAL,California,WND,Wind,680,megawatthours,19825
2021-12-20T05,CAL,California,SUN,Solar,-36,megawatthours,20382
2021-12-20T05,CAL,California,WND,Wind,608,megawatthours,20382
2021-12-20T04,CAL,California,SUN,Solar,-36,megawatthours,21411
2021-12-20T04,CAL,California,WND,Wind,624,megawatthours,21411
2021-12-20T03,CAL,California,SUN,Solar,-37,megawatthours,21676
2021-12-20T03,CAL,California,WND,Wind,605,megawatthours,21676
2021-12-20T02,CAL,California,SUN,Solar,-38,megawatthours,22382
2021-12-20T02,CAL,California,WND,Wind,603,megawatthours,22382
2021-12-20T01,CAL,California,SUN,Solar,-15,megawatthours,21044
2021-12-20T01,CAL,California,WND,Wind,608,megawatthours,21044
2021-12-20T00,CAL,California,SUN,Solar,2031,megawatthours,18566
2021-12-20T00,CAL,California,WND,Wind,569,megawatthours,18566
2021-12-19T23,CAL,California,SUN,Solar,6941,megawatthours,20053
2021-12-19T23,CAL,California,WND,Wind,453,megawatthours,20053
2021-12-19T22,CAL,California,SUN,Solar,8946,megawatthours,21129
2021-12-19T22,CAL,California,WND,Wind,519,megawatthours,21129
2021-12-19T21,CAL,California,SUN,Solar,9294,megawatthours,21289
2021-12-19T21,CAL,California,WND,Wind,537,megawatthours,21289
2021-12-19T20,CAL,California,SUN,Solar,9361,megawatthours,21304
2021-12-19T20,CAL,California,WND,Wind,547,megawatthours,21304
2021-12-19T19,CAL,California,SUN,Solar,9284,megawatthours,21260
2021-12-19T19,CAL,California,WND,Wind,530,megawatthours,21260
2021-12-19T18,CAL,California,SUN,Solar,9298,megawatthours,21702
2021-12-19T18,CAL,California,WND,Wind,573,megawatthours,21702
2021-12-19T17,CAL,California,SUN,Solar,8424,megawatthours,20642
2021-12-19T17,CAL,California,WND,Wind,519,megawatthours,20642
2021-12-19T16,CAL,California,SUN,Solar,4611,megawatthours,19634
2021-12-19T16,CAL,California,WND,Wind,479,megawatthours,19634
2021-12-19T15,CAL,California,SUN,Solar,293,megawatthours,18051
2021-12-19T15,CAL,California,WND,Wind,617,megawatthours,18051
2021-12-19T14,CAL,California,SUN,Solar,-75,megawatthours,16329
2021-12-19T14,CAL,California,WND,Wind,654,megawatthours,16329
2021-12-19T13,CAL,California,SUN,Solar,-74,megawatthours,16147
2021-12-19T13,CAL,California,WND,Wind,630,megawatthours,16147
2021-12-19T12,CAL,California,SUN,Solar,-74,megawatthours,15715
2021-12-19T12,CAL,California,WND,Wind,626,megawatthours,15715
2021-12-19T11,CAL,California,SUN,Solar,-73,megawatthours,15968
2021-12-19T11,CAL,California,WND,Wind,606,megawatthours,15968
2021-12-19T10,CAL,California,SUN,Solar,-71,megawatthours,16223
2021-12-19T10,CAL,California,WND,Wind,588,megawatthours,16223
2021-12-19T09,CAL,California,SUN,Solar,-71,megawatthours,16952
2021-12-19T09,CAL,California,WND,Wind,520,megawatthours,16952
2021-12-19T08,CAL,California,SUN,Solar,-71,megawatthours,17907
2021-12-19T08,CAL,California,WND,Wind,574,megawatthours,17907
2021-12-19T07,CAL,California,SUN,Solar,-71,megawatthours,18986
2021-12-19T07,CAL,California,WND,Wind,667,megawatthours,18986
2021-12-19T06,CAL,California,SUN,Solar,-71,megawatthours,20270
2021-12-19T06,CAL,California,WND,Wind,641,megawatthours,20270
2021-12-19T05,CAL,California,SUN,Solar,-70,megawatthours,21154
2021-12-19T05,CAL,California,WND,Wind,628,megawatthours,21154
2021-12-19T04,CAL,California,SUN,Solar,-72,megawatthours,21773
2021-12-19T04,CAL,California,WND,Wind,651,megawatthours,21773
2021-12-19T03,CAL,California,SUN,Solar,-73,megawatthours,22120
2021-12-19T03,CAL,California,WND,Wind,668,megawatthours,22120
2021-12-19T02,CAL,California,SUN,Solar,-74,megawatthours,22185
2021-12-19T02,CAL,California,WND,Wind,608,megawatthours,22185
2021-12-19T01,CAL,California,SUN,Solar,-56,megawatthours,21060
2021-12-19T01,CAL,California,WND,Wind,543,megawatthours,21060
2021-12-19T00,CAL,California,SUN,Solar,1875,megawatthours,18631
2021-12-19T00,CAL,California,WND,Wind,493,megawatthours,18631
2021-12-18T23,CAL,California,SUN,Solar,7626,megawatthours,20795
2021-12-18T23,CAL,California,WND,Wind,396,megawatthours,20795
2021-12-18T22,CAL,California,SUN,Solar,8953,megawatthours,20852
2021-12-18T22,CAL,California,WND,Wind,439,megawatthours,20852
2021-12-18T21,CAL,California,SUN,Solar,9254,megawatthours,20513
2021-12-18T21,CAL,California,WND,Wind,488,megawatthours,20513
2021-12-18T20,CAL,California,SUN,Solar,9525,megawatthours,21135
2021-12-18T20,CAL,California,WND,Wind,535,megawatthours,21135
2021-12-18T19,CAL,California,SUN,Solar,9230,megawatthours,21504
2021-12-18T19,CAL,California,WND,Wind,567,megawatthours,21504
2021-12-18T18,CAL,California,SUN,Solar,8555,megawatthours,21497
2021-12-18T18,CAL,California,WND,Wind,614,megawatthours,21497
2021-12-18T17,CAL,California,SUN,Solar,7722,megawatthours,21264
2021-12-18T17,CAL,California,WND,Wind,677,megawatthours,21264
2021-12-18T16,CAL,California,SUN,Solar,4529,megawatthours,21276
2021-12-18T16,CAL,California,WND,Wind,679,megawatthours,21276
2021-12-18T15,CAL,California,SUN,Solar,336,megawatthours,19046
2021-12-18T15,CAL,California,WND,Wind,861,megawatthours,19046
2021-12-18T14,CAL,California,SUN,Solar,-74,megawatthours,18259
2021-12-18T14,CAL,California,WND,Wind,904,megawatthours,18259
2021-12-18T13,CAL,California,SUN,Solar,-74,megawatthours,17158
2021-12-18T13,CAL,California,WND,Wind,920,megawatthours,17158
2021-12-18T12,CAL,California,SUN,Solar,-74,megawatthours,16480
2021-12-18T12,CAL,California,WND,Wind,733,megawatthours,16480
2021-12-18T11,CAL,California,SUN,Solar,-73,megawatthours,16394
2021-12-18T11,CAL,California,WND,Wind,733,megawatthours,16394
2021-12-18T10,CAL,California,SUN,Solar,-71,megawatthours,16475
2021-12-18T10,CAL,California,WND,Wind,654,megawatthours,16475
2021-12-18T09,CAL,California,SUN,Solar,-71,megawatthours,16849
2021-12-18T09,CAL,California,WND,Wind,817,megawatthours,16849
2021-12-18T08,CAL,California,SUN,Solar,-71,megawatthours,17834
2021-12-18T08,CAL,California,WND,Wind,651,megawatthours,17834
2021-12-18T07,CAL,California,SUN,Solar,-71,megawatthours,19166
2021-12-18T07,CAL,California,WND,Wind,804,megawatthours,19166
2021-12-18T06,CAL,California,SUN,Solar,-71,megawatthours,21168
2021-12-18T06,CAL,California,WND,Wind,826,megawatthours,21168
2021-12-18T05,CAL,California,SUN,Solar,-72,megawatthours,22557
2021-12-18T05,CAL,California,WND,Wind,746,megawatthours,22557
2021-12-18T04,CAL,California,SUN,Solar,-72,megawatthours,23203
2021-12-18T04,CAL,California,WND,Wind,651,megawatthours,23203
2021-12-18T03,CAL,California,SUN,Solar,-72,megawatthours,23598
2021-12-18T03,CAL,California,WND,Wind,679,megawatthours,23598
2021-12-18T02,CAL,California,SUN,Solar,-66,megawatthours,24324
2021-12-18T02,CAL,California,WND,Wind,611,megawatthours,24324
2021-12-18T01,CAL,California,SUN,Solar,11,megawatthours,23376
2021-12-18T01,CAL,California,WND,Wind,537,megawatthours,23376
2021-12-18T00,CAL,California,SUN,Solar,1779,megawatthours,20612
2021-12-18T00,CAL,California,WND,Wind,504,megawatthours,20612
2021-12-17T23,CAL,California,SUN,Solar,7144,megawatthours,21569
2021-12-17T23,CAL,California,WND,Wind,416,megawatthours,21569
2021-12-17T22,CAL,California,SUN,Solar,9365,megawatthours,22694
2021-12-17T22,CAL,California,WND,Wind,446,megawatthours,22694
2021-12-17T21,CAL,California,SUN,Solar,9581,megawatthours,23166
2021-12-17T21,CAL,California,WND,Wind,626,megawatthours,23166
2021-12-17T20,CAL,California,SUN,Solar,9171,megawatthours,23464
2021-12-17T20,CAL,California,WND,Wind,657,megawatthours,23464
2021-12-17T19,CAL,California,SUN,Solar,9532,megawatthours,23569
2021-12-17T19,CAL,California,WND,Wind,644,megawatthours,23569
2021-12-17T18,CAL,California,SUN,Solar,9023,megawatthours,23259
2021-12-17T18,CAL,California,WND,Wind,533,megawatthours,23259
2021-12-17T17,CAL,California,SUN,Solar,8040,megawatthours,23807
